index,Country,Province,Lat,Long,Death2022101,Death2021101,Death2023101,Death2021601,Death2022601,Death2023601,Death20211201,Death20221201,Death20231201
2686,US,North Carolina,35.66211129,-81.2132617,461,29,152,2,95,154,2,95,154
2687,US,North Carolina,35.70394416,-79.25541492,99,16,36,29,146,37,30,146,37
2688,US,North Carolina,35.1349263,-84.05970864,89,0,134,17,49,134,17,49,134
2689,US,North Carolina,36.12908077,-76.60118385,44,20,149,0,345,149,0,347,149
2690,US,North Carolina,35.05704275,-83.74353633,38,4,26,20,156,26,20,157,26
2691,US,North Carolina,35.33553364,-81.55204486,324,1,117,4,459,117,4,464,118
2692,US,North Carolina,34.26744084,-78.65801424,234,176,284,1,224,285,1,228,287
2693,US,North Carolina,35.11833364,-77.08398081,164,169,69,179,500,69,180,505,69
2694,US,North Carolina,35.04762133,-78.82623165,511,4,501,174,347,501,177,352,505
2695,US,North Carolina,36.36123664,-75.95876401,27,32,209,4,145,209,4,145,210
2696,US,North Carolina,35.66520691,-75.71767334,15,2,582,32,110,582,32,112,586
2697,US,North Carolina,35.79115496,-80.21256572,339,7,318,2,215,318,2,216,317
2698,US,North Carolina,35.93099927,-80.54496571,82,6,626,7,120,628,7,123,632
2699,US,North Carolina,34.93449805,-77.93140529,199,10,426,6,262,426,6,265,426
2700,US,North Carolina,36.03638492,-78.87608331,269,19,208,10,30,207,10,32,208
2701,US,North Carolina,35.91230639,-77.59436892,127,0,147,19,54,147,19,55,148
2702,US,North Carolina,36.12859861,-80.25459052,616,66,286,0,7,286,0,7,289
2703,US,North Carolina,36.081519,-78.28708884,64,7,200,67,0,201,70,0,203
2704,US,North Carolina,35.29373559,-81.17477045,651,2,402,7,394,402,7,402,409
2705,US,North Carolina,36.44667547,-76.69749701,18,4,53,2,104,53,2,104,53
2706,US,North Carolina,35.3506925,-83.83369267,28,8,87,4,920,87,4,936,87
2707,US,North Carolina,36.30337451,-78.65184241,107,16,9,8,36,9,9,36,9
2708,US,North Carolina,35.48544173,-77.67578087,56,8,0,16,39,0,16,39,0
2709,US,North Carolina,36.07959451,-79.78824948,943,19,520,8,44,521,8,44,526
2710,US,North Carolina,36.25669272,-77.6556109,146,7,132,19,336,132,19,336,132
2711,US,North Carolina,35.36731853,-78.87243571,279,11,1289,7,205,1289,7,207,1300
2712,US,North Carolina,35.55269063,-82.98196486,160,27,51,11,244,51,11,244,51
2713,US,North Carolina,35.33788927,-82.4766782,235,9,53,27,92,53,30,92,53
2714,US,North Carolina,36.3607755,-76.98104134,73,90,78,9,37,78,9,37,78
2715,US,North Dakota,35.01888303,-79.23651674,90,15,445,91,9,445,92,9,446
2716,US,North Dakota,35.42017674,-76.15180542,12,11,299,15,40,299,15,41,302
2717,US,North Dakota,35.80950511,-80.8743128,348,2,349,12,22,349,12,22,350
2718,US,North Dakota,35.28814273,-83.14093385,79,10,141,2,1,141,2,1,143
2719,US,North Dakota,35.51745004,-78.36622717,347,21,69,10,24,69,10,24,69
2720,US,North Dakota,35.02254606,-77.35870791,38,21,10,22,9,10,22,9,10
2721,US,North Dakota,35.47623147,-79.17569362,119,12,47,26,3,47,28,3,47
2722,US,North Dakota,35.2403259,-77.64245615,181,12,23,12,282,23,12,286,23
2723,US,North Dakota,35.48508185,-81.21740317,119,15,1,12,290,1,12,292,1
2724,US,North Dakota,35.14867843,-83.41696617,87,22,26,15,7,26,15,7,26
2725,US,North Dakota,35.85402722,-82.71346418,66,5,9,23,38,9,25,38,9
2726,US,North Dakota,35.84326734,-77.10860251,75,2,3,5,3,3,5,3,3
2727,US,North Dakota,35.67736232,-82.0482425,139,10,303,2,7,303,2,8,303
